threshold,false_positives,fp_per_scan,true_positives,sensitivity
0.0004128705186303705,346,3.9770114942528734,98,1.0
0.0004076650075148791,347,3.9885057471264367,98,1.0
0.00039168595685623586,348,4.0,98,1.0
0.0003724171547219157,349,4.011494252873563,98,1.0
0.0003679477085825056,350,4.022988505747127,98,1.0
0.00036592857213690877,351,4.0344827586206895,98,1.0
0.00036571218515746295,352,4.045977011494253,98,1.0
0.0003550620167516172,353,4.057471264367816,98,1.0
0.00035501783713698387,354,4.068965517241379,98,1.0
0.0003492655814625323,355,4.080459770114943,98,1.0
0.0003361471462994814,356,4.091954022988506,98,1.0
0.00032754807034507394,357,4.103448275862069,98,1.0
0.00031896476866677403,358,4.114942528735632,98,1.0
0.00031792130903340876,359,4.126436781609195,98,1.0
0.0003161748463753611,360,4.137931034482759,98,1.0
0.0003085015341639519,361,4.149425287356322,98,1.0
0.00030815438367426395,362,4.160919540229885,98,1.0
0.00030645247898064554,363,4.172413793103448,98,1.0
0.00029929346055723727,364,4.183908045977011,98,1.0
0.000289842311758548,365,4.195402298850575,98,1.0
0.0002891090407501906,366,4.206896551724138,98,1.0
0.00028268794994801283,367,4.218390804597701,98,1.0
0.00027293857419863343,368,4.2298850574712645,98,1.0
0.00026745247305370867,369,4.241379310344827,98,1.0
0.0002651852846611291,370,4.252873563218391,98,1.0
0.00026476767379790545,371,4.264367816091954,98,1.0
0.0002613704127725214,372,4.275862068965517,98,1.0
0.000259984313743189,373,4.287356321839081,98,1.0
0.000259209395153448,374,4.2988505747126435,98,1.0
0.00024839796242304146,375,4.310344827586207,98,1.0
0.00024471181677654386,376,4.32183908045977,98,1.0
0.00024151701654773206,377,4.333333333333333,98,1.0
0.0002325355599168688,378,4.344827586206897,98,1.0
0.00022951523715164512,379,4.35632183908046,98,1.0
0.00022811962116975337,380,4.367816091954023,98,1.0
0.0002275845326948911,381,4.379310344827586,98,1.0
0.0002245131036033854,382,4.390804597701149,98,1.0
0.00021379497775342315,383,4.402298850574713,98,1.0
0.000198214256670326,384,4.413793103448276,98,1.0
0.000197139335796237,385,4.425287356321839,98,1.0
0.00019323950982652605,386,4.436781609195402,98,1.0
0.00017929104797076434,387,4.448275862068965,98,1.0
0.00015531331882812083,388,4.459770114942529,98,1.0
0.00014139503764454275,389,4.471264367816092,98,1.0
0.00013073837908450514,390,4.482758620689655,98,1.0
0.00013034939183853567,391,4.494252873563219,98,1.0
0.00012415513629093766,392,4.505747126436781,98,1.0
0.0001203075225930661,393,4.517241379310345,98,1.0
0.00011231782264076173,394,4.528735632183908,98,1.0
0.00011017915676347911,395,4.540229885057471,98,1.0
9.621254139347002e-05,396,4.551724137931035,98,1.0
8.824929682305083e-05,397,4.563218390804598,98,1.0
6.0432303143898025e-05,398,4.574712643678161,98,1.0
3.3605509088374674e-05,399,4.586206896551724,98,1.0
-inf,399,4.586206896551724,98,1.0
